date,vwretd,vwretx,P,DY,DP,PD,D,D12,PD12,r,p,d,d12,pd,pd12
1926-02-28,-0.03304553,-0.03658723,0.9620687234421136,0.003541700000000002,0.0036762020499271583,272.0198689894682,0.003536759013288702,,,-0.033603868401537174,-0.038669392778494203,-5.644544504162032,,5.605875111383538,
1926-03-31,-0.06400222,-0.07002128,0.8947034399787308,0.006019060000000007,0.00647225562322545,154.5056404156129,0.005790749370521494,,,-0.0661421743022295,-0.11126296759555027,-5.151493570811386,,5.040230603215836,
1926-04-30,0.03702872,0.03404304,0.9251618649740644,0.0029856800000000044,0.002887384648902046,346.3341818279248,0.002671298166675701,,,0.03635962413871439,-0.07778656761737854,-5.925190719981756,,5.847404152364377,
1926-05-31,0.01209523,0.008584509,0.9331039253303911,0.0035107209999999996,0.0034808397002655126,287.2870014450024,0.0032479851877636116,,,0.012022667228585884,-0.06923869598818513,-5.729720417110712,,5.660481721122527,
1926-06-30,0.05366369,0.04618894,0.9762030065512409,0.007474750000000002,0.0071447419430757915,139.96306766112573,0.006974718565863343,,,0.05227331950601832,-0.024084715682121005,-4.965463301068915,,4.941378585386794,
1926-07-31,0.0314107,0.02922447,1.0047320220301075,0.002186230000000001,0.0021241527613504963,470.7759339136319,0.0021342042990125207,,,0.030927476829503427,0.004720861208846336,-6.149661395440046,,6.154382256648892,
1926-08-31,0.02864728,0.02535763,1.0302096448938989,0.0032896500000000016,0.00320829523646301,311.69201282811224,0.003305216696271345,,,0.028244618692152838,0.02976232026228767,-5.712253241633803,,5.742015561896091,
1926-09-30,0.00578737,3.00449e-05,1.0302405974396587,0.0057573251,0.005757152126940062,173.6969907952566,0.005931251846809732,,,0.005770687508462247,0.029792364710948628,-5.127519984236688,,5.157312348947637,
1926-10-31,-0.02899619,-0.03106881,0.9982322480635195,0.0020726199999999972,0.002139078627451344,467.49099690247186,0.002135297267065383,,,-0.02942488690860285,-0.0017693162537567176,-6.149149406834434,,6.147380090580677,
1926-11-30,0.02855394,0.0229787,1.0211703274220967,0.005575239999999999,0.0054500059483154435,183.48603826920456,0.005565384358693656,0.04324899007196549,4242.550819426935,0.028153874044369788,0.020949349384600774,-5.191189229488953,-3.1407813968141003,5.212138578873554,3.161730746198701
1926-12-31,0.029211,0.0214219,1.0430457360591001,0.0077891,0.007625742114986961,131.13477808732716,0.007953997797323455,0.051202987869288945,2561.076678222142,0.028792489281278904,0.04214502554534217,-4.834080609123574,-2.9719573918173183,4.876225634668916,3.0141024173626607
1927-01-31,0.002416228,5.323664999999999e-05,1.0431012643198845,0.00236299135,0.0023628655589532413,423.2149375620862,0.0024647080519620366,0.05171157062125098,8184.143944530765,0.002413313614728129,0.04219826077832182,-6.005681915839655,-2.962073719388961,6.047880176617976,3.004271980167283
1927-02-28,0.0453701,0.04117489,1.0860508441371166,0.004195209999999998,0.004029303856914949,248.18182879998866,0.004376028855087421,0.0525508404630497,4722.699515614671,0.044370985395402136,0.08254803822164083,-5.43161361994283,-2.9459741881990675,5.514161658164471,3.0285222264207086
1927-03-31,0.003756279,-0.002241672,1.0836162743692381,0.005997951,0.006011426646794172,166.34986314493065,0.006514079746643063,0.05327417083917127,3122.5237394519413,0.003749241800987197,0.0803038499137685,-5.0337893298568455,-2.9323036649070056,5.114093179770614,3.012607514820774
1927-04-30,0.007225051000000001,0.005134092000000001,1.0891796600145471,0.0020909590000000007,0.002080278657984273,480.7048306542594,0.002265797201438829,0.05286866987393439,9092.432849180857,0.007199075360859714,0.08542480740012251,-6.089828616657245,-2.9399443674788266,6.1752534240573675,3.025369174878949
1927-05-31,0.05777311,0.05362266,1.147584370602423,0.00415045,0.003939218619311016,253.85745160163356,0.004520585719907377,0.05414127040607816,4688.797468135034,0.05616585864219208,0.13765918582914374,-5.399113709482981,-2.916158529868512,5.536772895312124,3.053817715697656
1927-06-30,-0.02108671,-0.02740624,1.1161333979214438,0.006319529999999997,0.006497604919858829,153.90286302937093,0.007252193857553125,0.054418745697767945,2828.1222041412,-0.02131221034353446,0.10987038900339018,-4.926451254848205,-2.9110465944452506,5.036321643851595,3.020916983448641
1927-07-31,0.07527909,0.07286946,1.1974654359159445,0.00240963000000001,0.002245967556947711,445.2424065105413,0.0026894685196334595,0.05497400991838888,8099.143707572386,0.07258024648919913,0.18020718635062763,-5.918411681233605,-2.9008947523735404,6.098618867584233,3.081101938724168
1927-08-31,0.02249037,0.01843828,1.2195446389136848,0.004052089999999998,0.003978729079193682,251.33653990903474,0.004852237718220637,0.056521030940338175,4446.779114385541,0.022241190797559797,0.19847754227918207,-5.3283152952380375,-2.8731424810572475,5.5267928375172195,3.0716200233364295
1927-09-30,0.04992352,0.04500271,1.274427452630772,0.004920809999999998,0.004708896879320053,212.36396243707853,0.006001147454612847,0.05659092654814129,3752.615046096176,0.04871732342137113,0.24249702099402912,-5.115804585603111,-2.871906614960481,5.35830160659714,3.1144036359545098
1927-10-31,-0.0407699,-0.0425937,1.2201448720416528,0.0018238000000000004,0.0019049383736037672,524.9513652812807,0.0023243007881080025,0.05677993006918391,9245.368295481343,-0.04162429544425366,0.19896959927035524,-6.064336021470679,-2.8685723595480757,6.2633056207410345,3.0675419588184307
1927-11-30,0.06845258,0.06329948,1.297379407966556,0.005153099999999994,0.004846329841146912,206.34171275542903,0.006287528540117833,0.05750207425060808,3588.4220777174305,0.06621141482032189,0.26034638990159537,-5.069187204382831,-2.855934257905862,5.329533594284427,3.116280647807457
1927-12-31,0.02378212,0.01820621,1.3209997699176708,0.00557591,0.005476208989139832,182.60807832264152,0.0072340708146747985,0.05678214726795943,3215.9417547367416,0.023503730540336654,0.27838885136732733,-4.928953356355162,-2.868533311323038,5.20734220772249,3.146922162690365
1928-01-31,-0.003339723,-0.005101366,1.314260866605405,0.0017616430000000002,0.001770675865658089,564.7561021160359,0.0023271299976770758,0.05664456921367447,9970.17207396643,-0.0033453123228546753,0.27327442897725,-6.06311953129883,-2.870959161705032,6.33639396027608,3.144233590682282
1928-02-29,-0.01447756,-0.01811899,1.2904477871059903,0.003641430000000001,0.003708626567693779,269.64159959136924,0.004785788947482921,0.05705432930606997,4726.0497646877475,-0.014583382481170784,0.25498927992834075,-5.342104388361543,-2.8637513193820094,5.597093668289884,3.11874059931035
1928-03-31,0.09047843,0.08558162,1.400886399251936,0.0048968100000000014,0.0045107709174368685,221.69159514050975,0.006319077628378487,0.05685932718780539,3898.948617669467,0.0866165265464526,0.3371051785939862,-5.064182026351182,-2.8671750056149863,5.401287204945168,3.2042801842089723
1928-04-30,0.04384581,0.04208157,1.4598378983241043,0.0017642400000000003,0.0016929960674767527,590.668826236793,0.002471499821016236,0.0570650298073828,10350.802027625947,0.04291178698209181,0.37832540101098583,-6.002930097636346,-2.8635637876358215,6.381255498647332,3.2418891886468075
1928-05-31,0.01769032,0.01395029,1.480203060358716,0.0037400299999999984,0.00368857333232776,271.10752854923635,0.005459837534869097,0.05800428162234452,4673.922699609812,0.017535667526609962,0.3921792813096388,-5.210336245186508,-2.8472384500854537,5.6025155264961475,3.2394177313950925
1928-06-30,-0.04524517,-0.05028869,1.4057655875192852,0.005043519999999996,0.005310582223138941,188.30327033500427,0.007465433738980384,0.058217521503771776,3234.4776189553954,-0.04630069397336121,0.340582056529399,-4.89747174666746,-2.8435689127874015,5.238053803196859,3.1841509693168004
1928-07-31,0.009399799,0.00762611,1.4164861105239217,0.0017736890000000002,0.0017602650252880013,568.0962727964146,0.0024933909591614936,0.05802144394329981,9791.143311627582,0.009355895795810257,0.34817923475071777,-5.9941116639677725,-2.8469426136061418,6.34229089871849,3.1951218483568598
1928-08-31,0.07020616,0.06618632,1.5102381135106133,0.004019839999999997,0.003770297859383524,265.23103407100797,0.005694047526528477,0.058863253751607655,4505.88469319476,0.06785130281197217,0.412267329461535,-5.168333943387596,-2.832538258200628,5.580601272849131,3.244805587662163
1928-09-30,0.03149783,0.0280404,1.5525857943086965,0.0034574299999999974,0.003363126585297618,297.3423612336333,0.005221542560794996,0.058083648857789806,5119.209400250268,0.031011949794528062,0.4399217953331939,-5.254962411011148,-2.845871085752521,5.694884206344342,3.285792881085715
1928-10-31,0.01922795,0.01765021,1.5799892596212617,0.001577740000000001,0.0015503755460336427,645.0050135003228,0.0024495767111126043,0.058208924780794404,11080.86115538656,0.019045428929133242,0.4574180493077087,-6.011840040326573,-2.8437165892521112,6.469258089634281,3.30113463855982
1928-11-30,0.1214999,0.1163827,1.7638726756269851,0.005117199999999988,0.004583732800588892,218.16280387712078,0.008085121039333903,0.060006517280010475,3635.651821936277,0.11466698581182673,0.5675117756297633,-4.817729815213688,-2.8133021013253985,5.385241590843451,3.3808138769551617
1928-12-31,0.005557177,0.001348304,1.7662509122110237,0.004208873,0.00420320580080595,237.91364196543827,0.007423916079884176,0.06019636254521985,3952.292661981298,0.0055417928605031854,0.5688591714841377,-4.903048587457039,-2.810143351329774,5.471907758941176,3.379002522813912
1929-01-31,0.05393473,0.05234604,1.8587071531116584,0.0015886899999999968,0.0015096650147512283,662.3986051400854,0.002806025161720525,0.0606752577092633,10917.112347739676,0.05253052220547192,0.619881167073497,-5.875986330228557,-2.8022192800070327,6.495867497302053,3.42210044708053
1929-02-28,-0.0004461388,-0.003385589,1.8524143346198623,0.0029394502,0.0029494357773239143,339.04789780075197,0.005463577112955495,0.061353045874735876,5526.178740872685,-0.0004462383495241328,0.6164898339986765,-5.209651554848723,-2.7911104615476563,5.8261413888474,3.4076002955463327
1929-03-31,-0.007808392000000001,-0.01179483,1.8305654224534578,0.003986437999999998,0.004034018563169426,247.8917695446412,0.007384534895273332,0.06241850314163072,3971.446879816427,-0.007839037123140463,0.6046248931489703,-4.908367344633642,-2.773893522855896,5.512992237782612,3.3785184160048662
1929-04-30,0.01717913,0.01579548,1.8594800819725128,0.0013836500000000002,0.0013621344328092503,734.1419289560221,0.002532861846777727,0.06247986516739221,11750.056229941505,0.017033237249568182,0.6202969228292561,-5.978405450793211,-2.7729109314653235,6.5987023736224675,3.3932078542945794
1929-05-31,-0.05992296,-0.06397036,1.7405284717159017,0.0040474000000000065,0.004324008372213519,231.26689726738115,0.007526059683775561,0.06454608731629867,3582.9731418744486,-0.06179344962960698,0.5541887864899995,-4.889383656497457,-2.740375778301249,5.443572442987456,3.2945645647912487
1929-06-30,0.1015726,0.09807518,1.9112311148745635,0.003497420000000001,0.00318504603664751,313.9672043963835,0.00608735908754863,0.06316801266486692,4970.351150068826,0.09673879521084412,0.6477475971787338,-5.1015409386772985,-2.7619572346761605,5.749288535856032,3.4097048318548944
1929-07-31,0.04595761,0.04414874,1.9956095604450708,0.001808870000000004,0.001732387284210106,577.2381320935157,0.003457168626763159,0.06413179033246859,9000.811128163252,0.04493283900891881,0.6909495477554818,-5.66730534088019,-2.746815088973112,6.358254888635671,3.437764636728594
1929-08-31,0.08534303,0.08195264000000001,2.1591550323327837,0.003390389999999993,0.003133584479261489,319.1233574898469,0.0067658946976373495,0.06520363750357745,4894.256972585892,0.08189609370745804,0.7697169564269779,-4.995860772203593,-2.7302400216735605,5.765577728630571,3.4999569781005384
1929-09-30,-0.05045466,-0.05323604,2.0442101686653142,0.00278138,0.002937775535942454,340.3936031754021,0.006005430623829758,0.06598752556661222,5158.453817635366,-0.05177199842172998,0.7150114892989179,-5.115091115142065,-2.718289561386185,5.830102604440983,3.433301050685103
1929-10-31,-0.1966836,-0.1985132,1.6384074666110229,0.0018296000000000145,0.002282757495195198,438.066681241798,0.0037400869245900886,0.0672780357800897,6511.2882111139115,-0.2190066202258821,0.49372471311037175,-5.588646425956777,-2.698921458450965,6.082371139067149,3.192646171561337
1929-11-30,-0.1238121,-0.1279924,1.4287037627815582,0.004180300000000012,0.0047938802368236375,208.59928713250187,0.006849034732674078,0.06604194947342988,3158.587667319329,-0.13217471333019679,0.356767573595564,-4.983647551575537,-2.7174651407803516,5.3404151251711,3.0742327143759156
1929-12-31,0.01639001,0.01077326,1.4440955598809821,0.00561675,0.005556884241278801,179.95696087595138,0.008024671859603318,0.06664270525314903,2700.3249671868325,0.016257143608012906,0.3674832154839162,-4.825234500571124,-2.7084096869122565,5.19271771605504,3.0758929023961725
1930-01-31,0.05840661,0.05580596,1.5246846989318779,0.002600649999999996,0.0024631893534679383,405.97772095437745,0.0037555871178044705,0.06759226720923298,6006.274648217772,0.05676457907499538,0.4217876338838864,-5.584510649715579,-2.694261692872261,6.006298283599465,3.1160493267561473
1930-02-28,0.02824166,0.02434828,1.5618081488931868,0.0038933799999999984,0.003800836176539486,263.1000005136926,0.005936176913127392,0.06806486700940487,3865.4303177781676,0.027850217227523514,0.4458442198619632,-5.126689970136745,-2.6872941018959797,5.572534189998708,3.1331383217579427
1930-03-31,0.07463142,0.07057096,1.6720264492964019,0.004060460000000002,0.0037927985642352956,263.65755604044847,0.006341659516254833,0.06702199163038636,3933.896167909634,0.07197773767166428,0.5140363334945697,-5.060614791431937,-2.702734480158584,5.574651124926507,3.2167708136531536
1930-04-30,-0.0205411,-0.02246035,1.6344721500359474,0.0019192500000000008,0.0019633474713787835,509.3341930441576,0.003209036762812121,0.06769816654642076,7523.603947160167,-0.020755002661661952,0.4913199082091575,-5.741784460761696,-2.6926961814628223,6.233104368970854,3.18401608967198
1930-05-31,-0.01401008,-0.01761061,1.6056880984458028,0.0036005299999999994,0.0036650741922202553,272.845772705685,0.005884966010368929,0.06605707287301413,4130.455087378674,-0.014109147555490408,0.47355238648014397,-5.135354313924821,-2.7172361701281593,5.608906700404964,3.1907885566083034
